Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,SedentaryMinutes,Calories,IsWeekend
1624580081,2016-04-25,6497,4.21999979019165,0,0,1238,1492,False
4558609924,2016-04-15,7795,5.15000009536743,17,30,1131,2121,False
5577150313,2016-05-02,7439,5.55999994277954,37,20,732,3014,False
2320127002,2016-05-01,772,0.519999980926514,0,0,1400,1403,True
3977333714,2016-04-28,7114,4.88000011444092,15,8,804,1407,False
3372868164,2016-04-18,6798,4.6399998664856,20,7,1070,2014,False
4702921684,2016-04-19,6708,5.44000005722046,10,8,757,2812,False
6962181067,2016-04-21,11835,9.71000003814697,53,27,708,2179,False
3372868164,2016-04-22,3843,2.61999988555908,0,0,1234,1669,False
4020332650,2016-05-06,4369,3.13000011444092,0,0,855,2704,False
6117666160,2016-04-18,5153,3.91000008583069,0,0,759,2018,False
2320127002,2016-05-10,6227,4.19999980926514,0,0,1150,1899,False
4445114986,2016-05-04,2923,1.96000003814697,0,0,897,2070,False
6962181067,2016-04-24,5029,3.3199999332428,0,0,720,1705,True
2873212765,2016-04-28,7913,5.40999984741211,28,7,1192,1835,False
8053475328,2016-04-18,17076,12.6599998474121,102,6,1137,3133,False
8792009665,2016-04-14,1219,0.779999971389771,0,0,853,1963,False
3372868164,2016-04-15,7451,5.07999992370605,0,0,1105,1908,False
2873212765,2016-04-13,7618,5.11999988555908,0,8,1028,2004,False
1624580081,2016-05-11,3134,2.03999996185303,0,0,1328,1359,False
6962181067,2016-04-17,10145,6.71000003814697,5,13,634,2027,True
4388161847,2016-04-26,9461,7.28000020980835,14,23,673,2929,False
6290855005,2016-04-22,6238,4.71999979019165,0,0,1138,2796,False
2026352035,2016-05-05,12167,7.53999996185303,0,0,479,1926,False
4558609924,2016-04-17,9634,6.40000009536743,7,19,1110,2117,True
4388161847,2016-05-06,13175,10.1300001144409,33,45,1100,3425,False
1644430081,2016-04-16,15300,11.1199998855591,51,42,1135,3493,True
8253242879,2016-04-26,4562,3.03999996185303,19,14,1299,1813,False
6962181067,2016-04-27,10320,6.82000017166138,7,38,697,2034,False
7007744171,2016-04-15,5273,3.52999997138977,0,0,1238,2098,False
7086361926,2016-04-26,10387,7.07000017166138,70,33,726,2781,False
2026352035,2016-04-19,2424,1.5,0,0,785,1356,False
4319703577,2016-05-05,13658,9.48999977111816,27,34,957,2530,False
4558609924,2016-04-28,9451,6.25,1,11,985,2185,False
7086361926,2016-05-06,12461,8.38000011444092,84,35,834,2924,False
4702921684,2016-04-20,8793,7.13000011444092,2,29,717,3061,False
8583815059,2016-04-27,12474,9.72999954223633,77,5,1229,3142,False
8378563200,2016-04-29,6175,4.90000009536743,3,7,767,2982,False
2026352035,2016-04-26,5933,3.6800000667572,0,0,1018,1595,False
7007744171,2016-04-29,20067,14.3000001907349,55,42,961,3180,False
1844505072,2016-05-10,0,0.0,0,0,1440,1347,False
1844505072,2016-04-30,4014,2.67000007629395,0,0,218,1763,True
7086361926,2016-04-14,9123,6.11999988555908,35,32,787,2734,False
2347167796,2016-04-24,9471,6.26000022888184,0,0,584,2187,True
5577150313,2016-04-29,7924,5.92000007629395,97,36,739,3544,False
8253242879,2016-04-22,2824,1.87000000476837,0,0,1320,1651,False
2873212765,2016-05-09,7726,5.19000005722046,0,0,1095,1906,False
8792009665,2016-04-21,144,0.0900000035762787,0,0,1431,1720,False
2026352035,2016-04-25,6017,3.73000001907349,0,0,821,1576,False
2873212765,2016-04-22,7286,4.90000009536743,46,0,1028,2241,False
4020332650,2016-04-16,1982,1.41999995708466,65,21,1222,3051,True
8583815059,2016-05-01,4512,3.51999998092651,10,2,1311,2596,True
5577150313,2016-04-30,12363,9.23999977111816,207,45,621,4501,True
3977333714,2016-04-22,8911,5.96000003814697,33,12,731,1481,False
1927972279,2016-04-26,3761,2.59999990463257,0,0,1058,2638,False
8877689391,2016-04-21,19377,17.6200008392334,82,13,1119,3659,False
3372868164,2016-04-30,5250,3.57999992370605,17,4,1119,1946,True
4445114986,2016-05-01,5232,3.50999999046326,0,0,741,2246,True
8583815059,2016-04-14,3135,2.45000004768372,0,0,1306,2443,False
4319703577,2016-04-25,9259,6.21000003814697,0,8,544,2314,False
4702921684,2016-04-26,6108,4.94999980926514,1,8,765,2784,False
4702921684,2016-05-11,9810,7.96000003814697,10,41,784,3069,False
2873212765,2016-05-11,6440,4.32999992370605,0,0,1121,1826,False
5553957443,2016-04-14,17022,11.1199998855591,61,41,693,2324,False
4388161847,2016-04-12,10122,7.78000020980835,0,0,1440,2955,False
1644430081,2016-04-28,9405,6.84000015258789,3,53,1157,3108,False
2347167796,2016-04-25,9482,6.38000011444092,15,11,653,2095,False
2320127002,2016-04-27,1715,1.1599999666214,0,0,1358,1481,False
8053475328,2016-04-21,16057,12.5100002288818,100,6,1164,3103,False
5553957443,2016-04-20,2713,1.76999998092651,0,0,598,1570,False
6117666160,2016-04-17,7150,5.40000009536743,0,0,702,2225,True
4702921684,2016-05-02,7245,5.92000007629395,5,40,1131,2859,False
4388161847,2016-05-02,10096,8.39999961853027,33,4,935,3147,False
1644430081,2016-04-15,5263,3.82999992370605,3,4,1263,2750,False
1927972279,2016-04-30,0,0.0,0,0,1440,2064,True
4020332650,2016-04-29,0,0.0,0,0,1440,1980,False
4020332650,2016-04-12,8539,6.11999988555908,4,15,712,3654,False
4702921684,2016-05-08,12857,10.4300003051758,9,125,1019,3287,True
8792009665,2016-04-13,1320,0.839999973773956,0,0,806,1934,False
8378563200,2016-04-22,12200,9.67000007629395,113,12,769,4044,False
3977333714,2016-05-10,13072,8.77999973297119,1,115,676,1630,False
4319703577,2016-04-29,7990,5.3600001335144,6,18,624,2175,False
4020332650,2016-04-23,0,0.0,0,0,1440,1980,True
2347167796,2016-04-26,5980,3.95000004768372,0,0,732,1861,False
1624580081,2016-04-30,6474,4.30000019073486,11,23,1182,1655,True
6962181067,2016-04-14,1551,1.02999997138977,0,0,862,1466,False
7007744171,2016-05-06,11459,7.67000007629395,44,13,1136,2553,False
2320127002,2016-04-14,3973,2.6800000667572,0,0,1249,1696,False
8378563200,2016-05-11,9143,7.25,72,10,763,3788,False
4558609924,2016-04-21,13743,9.07999992370605,6,21,844,2486,False
3372868164,2016-04-14,8844,6.03000020980835,6,25,1039,2065,False
8877689391,2016-05-07,12332,8.13000011444092,105,28,1036,4142,True
6775888955,2016-05-05,0,0.0,0,0,1440,1841,False
5553957443,2016-04-15,16556,10.8599996566772,58,38,689,2254,False
1624580081,2016-04-14,9107,5.92000007629395,0,0,1204,1572,False
1624580081,2016-04-12,8163,5.30999994277954,0,0,1294,1432,False
8877689391,2016-05-06,21727,19.3400001525879,96,17,1095,4015,False
4388161847,2016-05-12,3369,2.58999991416931,0,0,825,1623,False
2873212765,2016-04-27,3516,2.35999989509583,46,0,1197,1966,False
6775888955,2016-04-25,6474,4.6399998664856,33,13,1302,2484,False
2873212765,2016-04-12,8796,5.90999984741211,2,21,1061,1982,False
1844505072,2016-04-29,4920,3.25,0,0,1082,1856,False
1644430081,2016-04-27,3032,2.20000004768372,0,0,1322,2489,False
2026352035,2016-05-10,254,0.159999996423721,0,0,1002,1141,False
7086361926,2016-04-30,14560,9.40999984741211,42,17,584,2995,True
1644430081,2016-05-02,3758,2.73000001907349,1,7,682,2580,False
8877689391,2016-05-04,18193,16.2999992370605,66,8,1154,3477,False
7086361926,2016-04-16,31,0.0099999997764825,0,0,1437,1635,True
8877689391,2016-04-29,9733,7.3899998664856,18,5,1207,2698,False
8583815059,2016-05-10,8240,6.42999982833862,9,43,1226,2846,False
1503960366,2016-04-14,10460,6.73999977111816,30,11,1218,1776,False
1844505072,2016-04-21,8054,5.32000017166138,2,13,1117,2062,False
7086361926,2016-05-10,14433,10.789999961853,72,23,1182,2800,False
8877689391,2016-04-17,15118,8.86999988555908,58,15,1060,3545,True
4702921684,2016-05-06,6943,5.63000011444092,1,16,682,2859,False
1503960366,2016-04-17,9705,6.48000001907349,38,20,539,1728,True
1624580081,2016-05-05,2470,1.61000001430511,0,0,1323,1370,False
4388161847,2016-05-10,10299,7.92000007629395,13,14,648,3061,False
6117666160,2016-05-07,7336,5.53999996185303,0,0,456,2469,True
4702921684,2016-04-30,10144,8.22999954223633,4,36,728,3115,True
8253242879,2016-04-23,9282,6.26000022888184,30,26,1193,2132,True
1844505072,2016-04-17,4525,2.99000000953674,2,8,1231,1793,True
8053475328,2016-04-14,20159,15.9700002670288,119,5,1123,3411,False
6290855005,2016-04-15,9501,7.17999982833862,0,0,1112,2896,False
2026352035,2016-05-12,8891,5.51000022888184,0,0,330,1364,False
5577150313,2016-05-11,4038,3.03999996185303,45,15,257,1665,False
8792009665,2016-05-02,1831,1.16999995708466,0,0,916,2015,False
8378563200,2016-04-16,11207,8.89000034332275,64,21,563,3363,True
8378563200,2016-05-08,2943,2.32999992370605,0,0,621,2685,True
1503960366,2016-05-07,11992,7.71000003814697,37,46,833,1821,True
1644430081,2016-05-04,2309,1.67999994754791,0,0,1388,2222,False
1503960366,2016-04-22,12764,8.13000011444092,66,27,1217,1827,False
4020332650,2016-04-27,0,0.0,0,0,1440,1980,False
3977333714,2016-04-27,7193,5.03999996185303,0,10,714,1377,False
4388161847,2016-04-22,12139,9.34000015258789,77,25,945,3544,False
4558609924,2016-05-09,11451,7.57000017166138,6,30,1065,2223,False
4388161847,2016-04-28,10074,7.75,19,9,878,2969,False
